x_max1,x_max2
9.957380901025903,28.32
10.043729386496262,10.07
10.03042682238288,0.0
9.940782283181111,0.0
10.320119981088162,0.0
9.880445470383966,0.0
9.990020093551983,0.0
9.912715409979194,0.0
9.669595548762759,0.0
10.067555590204623,0.0
9.928423466035639,0.0
10.123748095482387,0.45
9.98561664694402,0.12
9.981459209775258,0.0
8.97494200965273,0.0
9.323401366464267,0.0
8.287795833095913,1.97
4.581288427802674,9.06
9.773216365304037,0.07
9.92808579598152,0.0
9.987074291409444,0.0
9.938413786986745,0.0
10.05216446135865,0.0
9.935299933770024,0.0
10.074186034900594,0.0
10.074563906389692,0.0
10.036942974480922,0.0
8.24746000212415,0.0
8.732451789258949,0.0
9.903118900272355,0.0
9.94895907459829,0.0
9.979818088083617,37.43
10.086982431892086,48.06
9.963917170107976,50.74
9.953501555954753,48.11
9.918349518066435,48.66
9.849577672610755,49.94
9.888295619510156,47.26
10.054073421419073,50.93
9.569439062432654,52.38
7.698131124688616,56.01
8.153707388655429,56.95
9.530385397425931,55.39
8.382927215107442,54.9
5.300564652047625,53.86
4.188215305267294,52.71
4.790926387720121,52.09
5.600772147768926,50.76
7.722167736829924,42.91
7.514015494446615,45.22
6.572529987629476,48.31
7.0689836581024785,48.4
6.0263778723457895,48.79
5.49729914032144,45.92
5.203381963123006,51.07
6.015127398419911,53.91
5.047074108376454,61.76
3.301148957967478,60.03
2.6538490681952664,58.19
2.0792607879785057,61.47
2.19353653420745,62.0
2.712675474037225,63.12
2.0251412770778536,63.67
2.1894412148703775,66.13
2.221594975581778,68.41
1.5190443471950599,69.55
1.9682013198100983,65.67
0.9612913381252736,61.51
1.0847032275772923,57.6
0.9133901719949172,54.44
0.21062914042107359,52.09
1.6807955934552734,49.98
3.6190483142277867,49.87
6.012728694541934,47.97
6.8610942466260365,47.07
9.180003769304225,46.94
8.739878500819342,47.0
9.34126153072942,46.91
9.570264920871924,50.87
9.354025004419867,53.99
8.931602015914066,54.44
9.247497409754265,54.18
9.218604226914787,53.9
8.728569739903536,53.01
8.934591381385511,51.74
5.6542987252208725,51.6
3.1358762688248643,51.41
5.017760478873142,51.69
6.799367790902789,52.59
9.05900992336049,53.34
9.348311439256227,52.81
9.414940692171568,51.79
9.268412598466707,51.04
9.200609749967716,45.43
9.309848098236166,43.96
9.608550313132142,31.41
9.694022045235458,26.9
9.442834327307274,25.12
7.319129079626718,24.12
6.701529454424979,22.04
6.653643587007254,18.37
7.064260180268466,22.09
7.305766411163013,23.35
5.146927075360698,48.22
3.617411267564877,49.99
1.9298772065321417,50.73
1.9704821191113089,50.93
1.6618436754797536,51.02
2.287010382475892,51.36
1.9676196291532126,51.74
1.8149277977554044,51.92
2.8980449918865667,53.22
2.117525336357659,55.26
0.9759370769555323,55.87
0.7608541471096488,60.16
0.9608384355805126,58.01
0.15768057229225607,52.75
0.0006111783076669852,51.9
0.10011897792881874,51.13
-0.00014943477926474577,50.21
-0.00036113175592032237,50.29
0.10106829693364369,49.03
0.04113309524312225,48.81
0.012052019250313704,48.66
0.11799485343917072,47.82
0.05341787629460349,48.72
0.08503392772116335,49.38
0.02705128701765889,49.65
0.016651071014620884,50.44
-0.0010238848547210948,53.4
0.014036616317285231,52.35
-0.0011710163913868153,52.77
0.013133423316085444,52.86
0.19825774616973363,52.44
-0.0021276077521820867,51.52
-0.0022937657694693143,51.57
0.09065941417843665,53.4
0.2666119988540705,61.91
0.6573954342465537,61.36
0.9918953855186892,58.57
1.0471492660613064,51.95
0.5919564016928547,51.57
1.097786311091979,50.71
1.6942824712426676,50.23
1.78557858220888,48.62
0.31369318632812304,47.98
0.7394254781539619,47.84
2.381653670884419,46.96
2.228343723864021,48.09
1.92099159311734,49.87
1.5151172967782776,53.51
1.4222356619642755,66.97
2.1208267946054993,72.85
1.7200510035034007,73.13
1.9705698300484464,72.32
2.206416353530948,69.52
2.9452953677489804,67.13
3.7064694856146554,65.15
2.2708974648119233,60.98
2.4134778791219076,53.25
5.43960893630003,53.26
9.3289237152191,53.0
9.931935813900383,51.32
10.009435860102503,50.89
9.872476050196001,50.6
9.91744595888388,50.03
10.036134258782495,21.15
9.919771424109177,14.38
10.010608920196573,17.94
10.094612462909916,20.91
9.973120955090671,7.78
9.7879139176941,14.33
10.063504948103823,18.56
9.979339342619507,18.57
9.966689501160786,35.81
10.030346768483781,43.87
10.078749346152236,46.93
9.9576382442547,43.88
10.06194340080369,43.85
9.910467943384106,46.74
10.052983177227,43.94
9.923430289079361,43.21
9.706401444256457,43.81
9.808789413814601,45.6
9.989265802742109,35.21
9.842961462564242,45.64
9.839247548889578,45.63
10.262474696078307,37.94
9.955985902775197,39.53
10.173039391825775,35.97
10.01096654634844,29.72
10.095979472814985,22.55
9.958684655818955,20.04
10.048588212646886,7.24
9.923791503115789,3.43
10.003025715268043,10.04
10.074870303022156,14.2
10.029196705489536,25.41
9.965231731804247,36.98
9.915865661538566,43.89
9.978860933181535,50.98
10.04894045201592,50.3
10.07552275953835,50.21
10.041928621609935,45.8
9.81712255047055,43.64
9.905552855955513,43.49
9.964776571871607,45.05
9.983889989068345,49.95
10.005461208410434,53.82
9.850266833629215,55.94
8.772790971731038,54.19
6.155467898615925,54.19
4.7733600144687225,52.98
4.183399892556075,51.68
4.219641930461214,50.96
3.709631967503184,49.96
2.243152220230283,50.51
1.4402780590138557,49.98
1.654251072012203,49.55
1.3939749737229863,49.98
0.9827055330373846,49.94
0.5920402603843697,49.8
0.8940544531224233,56.97
0.8955655609859792,72.6
0.7719124862259309,81.17
0.9477503843390755,81.79
0.5754462860827803,81.15
0.005388602316996447,80.0
-0.0016994958575413167,76.39
0.06899603202584834,75.0
0.015961910641710306,76.06
0.12053390965486599,75.4
0.0795259192426796,76.78
0.8368516822963566,83.45
1.2408966878207943,85.15
1.7042328918668397,78.16
2.753398693393883,71.92
3.7126460681138433,67.43
5.147365798785692,60.49
6.10475169964798,50.5
7.906011664614069,47.84
7.763636627675065,46.58
6.926673394885448,45.74
6.972462679713737,43.81
7.642227481646032,46.24
8.978748957319262,46.46
8.953853908771189,51.29
9.297795702213051,60.53
9.67058949224429,60.02
9.477260146512684,62.92
9.28400064202302,61.58
9.587734492365426,60.6
9.044525465384863,51.89
8.889554057926896,50.8
8.398104889799649,45.46
7.934459966527578,42.2
7.761767364252602,45.93
6.618643681572793,51.51
5.096732876566544,50.44
4.798076971896397,49.64
4.767774679924171,48.93
4.06881152845365,48.34
3.6372879049355546,47.54
3.442315864222317,45.03
4.676641392000944,47.24
5.138930877809809,45.88
5.321508011784511,44.61
6.178583009835782,42.9
6.478795062701532,42.03
3.941844310893437,42.0
6.033811327045031,44.06
7.619156384085286,46.39
8.407427712480876,48.02
9.407510747477588,49.91
9.231397218766622,50.3
9.271043662547505,50.32
9.274164523171796,50.32
9.811430733927734,49.95
9.857307375661314,50.09
9.983377103021308,50.82
9.892092243157776,51.7
9.790950538687268,52.96
9.990078468947917,52.33
9.927215906253117,51.23
9.66916116237739,50.02
9.761429405557491,49.23
9.830333887077344,48.29
9.7983755598786,47.22
9.494777283906343,44.01
9.518138486129772,44.02
