qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3
9.370430103047923,8.692221018235127,0.0,-0.0055016394885675736,0.021989693639911788,0.0,-0.37026505386326486,-1.783712681326456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999997,0.9999999999999996,0.0
9.648149362824865,9.875496866627236,0.0,-0.005139895827770965,0.013320698583631557,0.0,-0.6002969326683183,-1.4868715332317333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9.111614618783344,9.961753208076878,0.0,0.021571371338532527,-0.04692805679031213,0.0,-0.8596358543530759,1.0466257163902897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000004,0.0
9.500437893161346,9.995221334566185,0.0,0.011783175782495213,0.0,0.0,-1.0453652267626066,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.0
9.275803799378814,9.496065764632812,0.0,0.007144012013738655,-0.04779421145976408,0.0,-0.37427165578591226,1.012614244570665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999996,0.0
9.78270576361362,9.375071748738245,6.9554777306199895,0.01649188338785817,-0.046761010029649504,-0.5375640800740775,-0.7832005201152569,2.2164718754053863,31.995019298882156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.885408296073248,9.461554160365178,7.245580992649017,0.051486141329034604,-0.0296387346810144,-0.010170899311710675,-1.0293946022922875,1.5835076244873896,0.8347919926041876,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
9.938473268029858,9.484502686154945,9.797020519469458,0.05276852714960469,-0.048392920065816955,-0.038140760872841635,-2.053976393184046,2.3505568427408337,2.2526202730764004,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
9.60019673974143,8.548453564584726,6.856984307436585,0.028932314915848342,0.13571288356849984,-0.04119887356238736,-1.76732632344675,-5.713198163538534,2.9406698194416534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.198079676930153,8.866807640772103,9.312741658779217,0.008051713318857883,-0.0654160191896602,0.1110179220019214,-0.7990673306290115,3.4881690500556637,-6.831343084134852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.908319341244448,8.480719804531619,10.016054223252855,0.019581413223166748,-0.08973649339975512,0.0291894968233719,-1.0005778015029771,3.731805296969087,-1.7811430961621535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.258946787526002,9.673697151626873,9.9351522466438,-0.013908713200628576,-0.07194719171302666,-0.005293694151526674,-0.14270965140118744,2.7951483980510856,0.37024096895777553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.858368001707005,8.781061463521006,11.427941517461386,0.002307191386907151,-0.051079761504109276,0.13697259284494653,-0.31084971009108503,2.0961060783773746,-8.097819688993239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.620136134103179,8.516033277306327,11.355179507343456,0.01569143640540345,-0.08610516257570167,0.16977758400794238,-0.449959420042477,3.3586433295820184,-11.025366335668997,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
8.47251258310754,9.705264432465817,12.940087063033515,0.05737942736981698,-0.054885495508830845,-0.08141756211820979,-0.9751205756908191,2.2272538644001174,4.6635979581310565,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0
9.028031836565743,8.946777869591594,11.99274289001719,0.04783387508541168,-0.10869228802645432,0.12562887139389903,-1.227647895515033,4.8813645147001266,-6.112760010033894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.60826568613037,9.039242915086108,10.975775603042587,-0.0003468547860419735,0.013981212170880362,0.0,-0.4465095966801442,0.3191602914548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.949957654985948,8.450794502524808,6.215832414959084,0.11233660130718955,0.0,0.15010490706020896,-3.525835922959804,1.5492054974751925,-8.059484343179363,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
11.287314566166597,7.947109586160737,9.378465141764984,-0.052258875142937214,-0.07358197031493086,-0.04955791131525111,-0.7786008407899979,4.377379895121413,3.3174852337846774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.928781617934376,9.358854727686904,0.91661167093641,0.30933325760734154,-0.029745112587354836,-0.21310808575805856,-10.48468189890864,1.7051279495627791,15.207430984645327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.502345296413584,9.08053686333465,4.571865381638362,0.04723322550916544,-0.02625756757202786,-0.01124302932182042,-0.06598099780690853,1.3625755179741112,0.716405828386397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.949621313541353,9.122039837941626,10.435108638761092,-0.03090716960653159,-0.04670588645925899,0.352519386917316,-0.032605591315560734,2.2306731372942092,-20.21583178195857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.671259083513288,7.512436813488963,0.0,0.0,0.08770609743102835,0.0,0.32874091648671216,-4.025709872084201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
