qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qF1_4,qF2_4,qF3_4,qF1_5,qF2_5,qF3_5,qF1_6,qF2_6,qF3_6,qF1_7,qF2_7,qF3_7,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3,qH1_4,qH2_4,qH3_4,qH1_5,qH2_5,qH3_5,qH1_6,qH2_6,qH3_6,qH1_7,qH2_7,qH3_7
-0.01730047560556388,0.002938412131140379,-0.02925493295919539,-0.003493234549624762,0.00170156137896739,-0.004245408563049347,0.012118153027275005,-0.006602326295209424,0.03629993353795639,0.0004531374851513419,0.0009663705092827095,-0.00572944265870687,18.518290530044034,9.29551883259625,14.450533700794928,0.033818948074902336,-4.4202034615663134e-5,0.001986606010015926,-10.843786029770179,-2.3480061685165894,-0.5218234657674498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.083333333333333,2.083333333333334
