qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3
-4.814997799951906,0.9146163333996744,2.284872113733627e-8,0.0,0.0002814420114411652,2.0619297588786445e-10,0.0,-0.25086839686160495,-10.00000016043191,4.814997799951906,0.0,82.26939149826794,0.0,0.0,0.6141994528091591,0.0,0.0,-489.80342316253456
-4.948229179514655,0.8911848867903123,-11.32422905429791,0.0,0.003996034465779408,0.0,0.0,-0.8160578682355666,0.0,4.948229179514655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.003790525205502,0.9104124248587017,-12.133237743900967,0.0,0.0008520644804185723,0.0,0.0,-0.2718535639355337,0.0,4.877593757643168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.889618907600756,0.9028987205430263,0.0,0.81424233399244,0.0007133282225863675,0.0,0.0,-0.1920096599634735,0.0,5.580459423725585,0.0,0.0,-0.6865692511188954,0.0,0.0,0.0,0.0,0.0
-3.4302317958953146,0.5163405064801369,0.0,-0.20608209794304883,-0.007308835631474617,0.0,0.0,3.6314504557287743,0.0,4.309683959343542,0.0,0.0,0.180942706797678,0.0,0.0,0.0,0.0,0.0
0.796054593646506,0.7665243381737045,3.21231031881045,-0.036423507125898646,-0.0058740150738618565,0.0,-9.76815802155511,2.5930000289153545,0.0,6.217248937900877e-15,0.0,0.0,3.0531133177191805e-16,0.0,0.0,9.999999999999986,0.0,0.0
-3.120689126680057,0.8544907165145919,2.1783585701404364,-0.27550202440159555,-0.00046521977369894357,0.09444650978451151,0.0,0.5860499302360563,-70.93309792944498,3.990956156401728,0.0,0.0,0.2514376290044285,0.0,0.0,0.0,0.0,0.0
-4.209091433649698,0.8890897326601006,-1.2214144047170445,0.0,0.0005698409431584137,0.09086311692830716,0.0,-0.014423339303859157,-66.5452458521229,4.209091433649698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.323731504820753,0.9199555257020772,0.8715863771824824,0.0,0.0013465464782614544,0.0269133026317842,0.0,-0.5059084284211129,-19.255468304081116,4.323731504820753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7114701474356933,0.864884769076361,-5.266606734393173,0.16330456150203454,-0.001963003057443711,0.04105081246735879,-11.587930826317594,0.7211564468475672,-21.440085637631956,8.881784197001252e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,9.999999999999998,0.0,0.0
-0.157025320703839,0.8721785389217221,1.0204962017125556,0.22301777242401327,-0.00332939124115484,0.07658733717780504,-9.663298227024042,0.8948919850097692,-49.19676041285523,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
0.8146646327309904,0.9235237700377577,4.148401336676529,1.5686772599707834,0.0015854095294123886,0.07778229321386468,-10.058170901406312,-0.25804705741391115,-60.988741539669235,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,0.0,0.0
-0.8278139902962962,0.8197260546084374,18.865644803364702,-0.49801596344868443,0.004074257555547629,0.0,3.395674777061295,-10.420347878309153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
-0.23744076605274236,0.7620656646082218,-21.935488909802203,-0.07586543954333311,-0.0006735494084234613,0.0,-6.898025295042684,-9.244977305211306,0.0,0.0,0.0,21.935488909802203,0.0,0.0,0.0,10.0,10.0,0.0
-0.10537083989485248,0.8234768525398366,-23.57688744731561,-0.02032207047683202,-0.001646698449936312,0.0,-9.227943126870425,-8.63904519179812,0.0,0.0,0.0,23.57688744731561,0.0,0.0,0.0,10.0,9.999999999999952,0.0
1.4893994480981994,0.9275770562107917,-20.03739156220989,-0.095905618392343,-0.003347562442303659,0.0,-7.693124629862974,-8.397379346422523,0.0,0.0,0.0,20.03739156220989,0.0,0.0,0.0,10.0,10.000000000000016,0.0
0.8249671698034176,0.8526728768733831,41.57579074625586,0.07382302197230509,-0.0013744444083141265,0.7630480949683119,-10.553121957728338,-9.117195148128932,-545.101588909431,0.0,0.0,-28.76690418538308,0.0,0.0,-0.5785872340485922,9.999999999999998,9.999999999999988,411.8689356905804
0.9320404444531581,0.866469542245595,0.6599998743442799,0.02458876488327463,-0.010004850399539855,0.037912416494301104,-10.067276929166445,2.9104088051817816,-25.074917592217474,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-4.220427582646683,0.6151086063941559,0.33594190865334433,0.0,0.001264443909462806,0.006407197206550317,0.0,0.7340448989631275,-3.265135135701227,5.139736026302915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7498218623428915,1.570430772473325,0.0,-0.0014781935812880947,0.0019835461167028367,0.0,0.7347010858078451,-2.8540659452303245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6886576639956192,1.5753384205300578,0.0,-0.0006445696489694826,-0.0021635358847112668,0.0,0.10570593120940217,-0.10887918150184817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6908901285430312,1.5390540444171925,0.0,-0.0002852424748485036,0.0011006048457760408,0.0,-0.0045133548860588684,-2.273197059420982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6849828383245907,9.859740968267996,0.0,-0.0017211041862728322,0.20131730411103177,0.0,0.8803680477482897,-158.0016287397896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
