qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qF1_4,qF2_4,qF3_4,qF1_5,qF2_5,qF3_5,qF1_6,qF2_6,qF3_6,qF1_7,qF2_7,qF3_7,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3,qH1_4,qH2_4,qH3_4,qH1_5,qH2_5,qH3_5,qH1_6,qH2_6,qH3_6,qH1_7,qH2_7,qH3_7
0.15685433110822536,16.458120464645802,0.0,0.4503127316707859,-1.627566207234023,0.0,4.945523812155464,6.773436948431256,0.0,0.6788986526688893,-2.5721792731665167,0.0,6.7512662431636885,-1.678131420389434,0.0,0.029536583961898413,-0.24945631121377845,0.0,-10.880833850454307,0.4340745319241543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,10.0,0.0
0.42596432974808607,8.126910827713276,0.0,-2.3044150606359133,1.4501498945399556,0.0,15.159469363434221,8.516520331619743,0.0,3.2502400135090026,-6.721516004822653,0.0,2.0307191929327812,2.655975546813578,0.0,0.0753090026063784,-0.17536896900792745,0.0,-12.45019337020518,-3.027604109444458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
-2.3772845756181216,0.2238324314929845,0.0,1.5207391325356385,4.770122017467556,0.0,7.223144314919744,6.645323203136203,0.0,-3.9149749610811027,-5.638854770541104,0.0,6.282570802236751,4.407717584593336,0.0,0.019506129933880165,-0.09468051416839429,0.0,-10.31607483507752,-6.3819864525662044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
13.087723163543838,12.134435142252018,0.0,1.3229150219760708,15.999765423243918,0.0,4.630921723186253,-0.10031651728922567,0.0,-5.115246871206575,-19.57271152843843,0.0,2.749025608893313,-5.074640227061254,0.0,-0.050822902430562415,-0.8381357662484848,0.0,-8.032187408587786,23.961106271871262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000014,9.999999999999998,0.0
14.649409831683858,15.518154433703598,0.0,-4.743284228030011,1.6686323418481113,0.0,5.368517233804079,0.02923300999098202,0.0,-1.4873194957896267,0.29902211367190656,0.0,4.936913717274079,4.427924061106418,0.0,-0.04051197638318943,0.06531090389958234,0.0,-6.672082681659276,-12.859371128062893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
1.185055108035213,19.928738156776497,-15.464307448632335,1.2346517781083406,7.287318189858304,-47.57220075471268,9.560436041350394,-12.958780656822883,327.1372522489696,-1.3012020490854859,-4.215630625462184,0.0,3.794290260322759,6.193031676266064,-74.54064807210449,-0.0035708629355640556,-0.21309223690178258,0.0,-10.163548867909002,7.651007259917504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
2.816126892650284,3.138420873924751,-56.93844056322002,-2.2582367368595513,0.7619931104516795,1.4165265728029037,-4.4695014198427705,-1.7228376979007154,59.38023109948924,26.749378954009778,0.5290704035891439,-28.079897324309993,3.480913430141791,8.201206548484409,28.238110451953656,0.42913798250535506,-0.0003204774533599791,-0.15886367689675926,-25.422092267187022,0.8987763010583866,-3.747551030313106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
12.905642849693953,-9.278673343199296,30.04842045252585,0.9458614843946316,2.8795891454512943,-5.00609562868872,8.809883404305351,3.6981356840517394,0.0013860105556643607,-2.165572150491135,0.002920965614201272,6.436507324451481,1.712474735494088,8.61584374996364,1.0787938332615807,-0.1844863258255928,0.05623544880693162,-0.09546713319939622,-3.949130810243644,-2.740699392016618,6.257845155251022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
0.9684833125807624,7.6111417476432095,1.528916742726682,-7.039536327214913,1.9433996409919798,-4.604124667444762,-2.194512732367917,7.34404618363395,20.311196924225584,23.52187529042835,-3.6379498038903555,-1.6752588287486383,7.334620454038796,0.8773383636733171,5.023815643736818,0.33273412865497526,-0.07056628939268798,0.001436026696575787,-22.841473800656967,3.783660060246829,-0.0532172231456111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
-10.553881431605754,-1.04395679274143,-33.40633593704393,-2.354582912276284,6.8802434770442655,-1.932335748534753,-13.485263559761517,8.159118983608357,60.910240189003304,-4.317868115339108,-7.347912702421062,5.684383524828631,24.07856982970473,2.765665974177891,-0.5785928053032992,-0.014343868743567086,0.11402583278013273,0.1104270656235279,-6.788354328199559,-4.994833971850593,-7.908869884576385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-215.8083390110354,1.0034897848132815,289.56295679308505,132.26787700081013,3.033307704887354,59.71843302415501,67.1988323831488,0.263950095322414,-235.41034185353934,-325.21028336945045,0.31397242496342714,-30.24396325317438,11.978092529880705,6.742782910938062,-39.47016791539295,-2.512750758478288,-0.00039736355135131017,0.21083897144662705,148.30546109857013,-0.4679307325667237,-10.607730756520121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999995,0.0,0.0
-1.6514645896467302,7.3102144457523615,194.39717940713575,-6.249803796667942,2.5366149924644312,36.9570094841502,-5.250293360810981,1.2259936542695022,-237.3651002215706,12.422820099365598,0.22724774496105876,-23.25867129100374,12.878946117186002,5.498525523433658,16.870542515651454,0.1519232877115775,0.044801238456622976,-0.08231144308078939,-14.929313945781452,-3.13875242052395,6.539487140549558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,0.0,0.0
-65.70145924414568,2.0584500757740245,-92.4716850117412,24.84913964139346,-3.4616587587314536,-40.59607212145642,10.896050575265214,3.0645391525115087,327.17922766230487,-22.247795170224045,9.133642024131131,5.371920653458897,28.785443249569408,5.788657680425819,-81.38493005646461,-0.2789041686513918,0.07571034997012685,1.880017610329179,-12.004877014626738,-3.3034259248878364,-115.28405892234107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-57.31131837451746,25.09876489745083,-113.2045275970604,19.331011438214208,-0.9600354127355109,-0.8807419073934083,35.859641841064736,-6.065160928157856,17.713861672668017,-11.499622230572054,9.951569371652347,-270.47029833313474,6.594965479721341,-0.9436071605864182,219.72265753873603,0.23723203806063,-0.0883411721767847,2.0454890194891595,-28.846501741140745,3.5750856735150127,-127.12309540361409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-4.514194078646807,6.471091876034079,54.95355776961051,19.37846261094486,-1.5751930639754927,6.003810826586717,12.660855158379285,-6.750929011441876,-18.237047465776282,-18.11030925774098,10.007129632801712,-33.850348433448325,1.2781745432207974,7.89964668381688,16.445342196720652,-0.5170831298087637,-0.020983463349922356,-0.18228864076881943,0.5989685557957715,0.6786455038864012,11.140369046278513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,0.0,0.0
