qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3
9.236438977933576,8.920736344894456,0.0,-0.005065753480172685,0.0,0.0,-9.236287005329169,-10.000000000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,9.999999999999996,0.0
9.404411470191768,10.0,0.0,-0.016481439704442383,0.0,0.0,-9.25096926654341,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
9.618137774214647,12.181262493895948,0.0,0.006857138127500763,-0.026249201020546845,0.0,-9.896862579560567,-8.931527822584107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
9.020806790506638,10.492894110609948,0.0,-0.020442639105476952,0.0,0.0,-9.271671494681863,-10.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.000000000000002,0.0
9.095008800041697,9.382276234146662,0.0,-0.0013141459450898743,-0.019073777370870456,0.0,-9.128477585502353,-9.196803234912643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,9.999999999999998,0.0
10.547077566846784,7.072524400161146,-3.4752571158520573,0.00852025246359876,-0.11482452019046316,-3.2780375486078555,-10.108036801238432,5.262136262175783,192.58850689148895,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
11.486058842026319,9.511774634922398,6.631270700812136,0.010936933191295243,-0.02957149394776501,-0.12304611247610626,-10.145256764292334,1.5309162416757947,8.236309094855942,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999996,0.0,0.0
9.56605370717084,9.572976306411126,9.764890260263257,0.03735260476130424,0.0,-0.04284739334634576,-10.569520062271126,0.4270236935888736,2.593124245320846,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
8.385846950496916,7.800414000958359,6.856984307436585,0.04119294776734219,0.20866365771927023,-0.04119887356238735,-9.756748252194065,-8.986901169613532,2.9406698194416534,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
7.870566285010664,8.633338728877284,10.393963383360033,-0.031949411476916184,-0.08052903353428444,0.040188841888558174,-8.149032433579029,4.265706478356955,-3.094113826893306,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
9.05271471201602,9.430037503497692,10.016054223252855,-0.020549939247346466,-0.04674055740802422,0.0291894968233719,-8.810605702629985,2.222708606450044,-1.7811430961621535,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
9.427458918628924,8.973025123977777,9.9351522466438,-0.015876623795539897,-0.05205538569168754,-0.005293694151526674,-9.215255517973914,2.161457547787243,0.37024096895777553,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
9.997636887403656,9.403811391834578,10.632790534309633,-0.047813654232299316,-0.08624586186534067,0.09901908483235741,-8.165608530282976,3.132449702949173,-5.85400829528897,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
9.006952167601495,7.35207996017473,13.694848546539141,0.01649071748098768,-0.11223745298605615,0.07222694166552868,-9.461892686500944,4.261351171497379,-4.6957309818653545,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999995,0.0,0.0
9.723775961938316,9.705264432465817,12.940087063033515,0.0387222218706953,-0.054885495508830845,-0.08141756211820979,-10.583710890107229,2.2272538644001174,4.6635979581310565,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
9.791563953090272,8.767434808975137,11.99274289001719,0.003886042621755259,-0.12633919547200326,0.12562887139389903,-9.971892941122517,5.594299575500303,-6.112760010033894,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
7.718478250452459,8.792764271844685,10.975775603042587,0.03722548650809664,-0.001450362291934191,0.0,-8.660927686312345,1.258506035175187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
7.495079003998438,8.529411764705884,6.215832414959088,0.09791590180647446,0.0,0.15010490706020907,-10.920260962189822,1.4705882352941169,-8.05948434317937,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
12.499696138983643,7.233717032100962,9.637903032831236,-0.01734939191092544,-0.01999379604538039,-0.030948458732372924,-10.95915360834492,2.3625984971183738,2.064262197449274,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
10.155555833736539,8.911475497033564,0.4392862733076299,0.045124906412049894,-0.06550628278750449,-0.2602238572656543,-11.29761399162666,3.431684238275472,18.59933800773398,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
7.502345296413584,8.277576658288641,5.247673884587004,0.04723322550916545,-0.06752012099605682,-0.37182040304836017,-9.065980997806907,3.477961432506887,22.120278732793796,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,0.0,0.0
9.925144602029864,8.852849984804582,274.20841471933613,-0.03647348604879809,-0.08429896924198554,-32.206624993961306,-8.842976270962023,4.163367134673661,1755.8772460678895,0.0,0.0,0.0,0.0,0.0,0.0,10.000000000000002,0.0,0.0
7.515700996098134,1.2083785130861902,0.0,0.01778621843001577,-0.03406832614423441,0.0,-8.082692436760219,1.3228196125409635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
9.335034793348933,9.387511450637113,0.0,0.03700922281514764,-1.0023447048194383,0.0,-10.183953217675667,36.49048656785874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
