qF1,qF2,qF3,qH1,qH2,qH3
0.0,0.0,0.0,-0.005351604914657539,-6.384992197081983e-5,0.002493470163594845
0.0,0.0,0.0,0.0007292895582753279,-0.00038043958384246655,0.004174405381625143
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.1011697557461907,0.0051833442776653416,-0.09242246961701005,0.0,0.0,0.0
0.034895580118938806,-0.01078994375673956,-0.09808488511078511,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-0.08584309449992567,-0.035945646344840855,-0.011425785850236512,0.0,0.0,0.0
0.0,0.0,0.0,0.03567275788949718,-0.004449663368534374,-0.031195043340792115
-0.1873475026354735,-0.00440311928808186,0.09497131544722065,-0.021687644596967936,0.004572497955117866,0.016749124901846085
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.004177861495584762,-0.0019682439835304573,0.00813453329984004
0.013249236461232244,-0.04239965948503935,-0.012139102957333388,0.0,0.0,0.0
-0.09373688675256293,0.011101978041228023,0.037928476687698956,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.11635493685242418,0.022353059943621703,-0.002971954386983246,0.0,0.0,0.0
