qF1,qF2,qF3,qH1,qH2,qH3
0.8557835217499712,0.005603885210508702,-1.0338549187222374,0.0,0.0,0.0
0.9077347339199883,-0.0006128475808614166,0.0239404752636051,0.0,0.0,0.0
0.888473539130691,-0.006893063842786299,1.5134874060884407,0.0,0.0,0.0
0.8502286332743819,-0.013224981974805811,3.1207297169945765,0.0,0.0,0.0
0.696631169324363,-0.02449895907544693,6.857577859989221,0.0,0.0,0.0
0.7631412977988637,-0.018326047830014947,4.905538314972201,0.0,0.0,0.0
0.8874640307115581,0.0028051328768604173,-0.35829438864569474,0.0,0.0,0.0
0.8439695510686039,0.0027763734709602144,0.06389637621602741,0.0,0.0,0.0
0.9173883239871105,0.0003718479318520417,-0.29689890467436475,0.0,0.0,0.0
0.8661338258966237,-0.0005538771752285001,0.46735559497447277,0.0,0.0,0.0
0.8301251116443968,-0.0021681109475852464,1.205612778295401,0.0,0.0,0.0
0.8156253406179821,-0.0007168923075285627,1.0777901159337646,0.0,0.0,0.0
0.7676941725913726,-0.0002770808115942137,-9.00352070219338,0.0,0.0,9.999999999999998
0.7417413360213247,0.0008724250919926578,-9.157459061455022,0.0,0.0,10.0
0.8373223653315993,-0.001068373055336198,-8.89765176101551,0.0,0.0,10.000000000000009
0.9429237170017514,0.00040398347127627675,-9.109577374815217,0.0,0.0,10.0
1.2304571491781284,0.0030766741879920422,-10.514055531844315,0.0,0.0,10.000000000000002
0.6614122191876802,-0.014707279004875024,4.5085296738165965,0.0,0.0,0.0
0.6105931654054547,0.0014999587500369054,0.697140601710244,0.0,0.0,0.0
0.48971831854607967,-0.00039271043026933676,1.686320103860461,0.0,0.0,0.0
0.8809957925702812,-0.0006421981693039169,-0.28716309958956265,0.0,0.0,0.0
0.6873032792100456,0.004970298354014373,-1.1500326149795401,0.0,0.0,0.0
0.6499829286265921,0.0020338559407308285,0.023512016451763575,0.0,0.0,0.0
0.8647320764237816,0.006252408805287653,-1.603932003173154,0.0,0.0,0.0
