qF1,qF2,qF3,qF4,qF5,qF6,qF7,qF8,qH1,qH2,qH3,qH4,qH5,qH6,qH7,qH8
2.8826963361842366,0.38981081599358847,4.350554951216692,0.828766335789874,-0.00012197044000113909,6.697462499732896,0.0013880170309658274,-2.5597102733767705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333344
