qF1,qF2,qF3,qH1,qH2,qH3
0.8591591509101952,0.004910145996404271,-10.075089092922038,0.0,0.0,9.999999999999998
0.9773059658468937,0.013810627862891191,-10.174676582363116,0.0,0.0,10.0
0.9226751170521342,0.002756956272788859,-10.01450687020122,0.0,0.0,10.0
0.9484612558737165,0.004953176022155109,-10.143469682518296,0.0,0.0,10.0
1.0277501084649394,0.014504359395635233,-10.302778626632808,0.0,0.0,10.0
1.009959535143066,0.0010583153532677562,-9.942255008449763,0.0,0.0,10.0
1.0029588226918398,0.13675258038494995,-10.397200594758688,0.0,-0.13090718680455557,10.0
0.1813926618658695,0.007717614937618774,-0.8835648474342319,0.865952587274142,-0.008184370260395268,0.7595590683397883
0.05838021354174841,0.011376259250986084,-0.7503399102270316,0.9346940702322786,-0.0019673152863448375,0.17605010105464236
0.9909545924756213,0.07620818499122288,-10.280173188021658,0.0,-0.07275902211874274,10.000000000000002
1.057630059018415,0.07747459145489732,-10.539109792097122,0.0,-0.07430524595036408,10.0
1.021373982935823,0.0753741791420143,-10.435871943087726,-0.0006701584725719784,-0.06970712668351688,10.00557471329323
1.0280709997205568,0.07317077139612688,-10.29185402195932,0.0,-0.07443799315170463,10.0
1.0451123937807127,0.09199550341056614,-9.860129178695095,0.0,-0.10009008107296567,10.0
0.9893947075352979,0.09528634485114248,-9.99362233083811,0.0,-0.10004001600640257,9.999999999999998
0.9812833538672086,0.06061359439273538,-10.496790158646066,0.0,-0.05356760231412041,9.999999999999998
0.6611991734490692,0.053377916867126445,-7.427818190993964,0.3420887425327748,-0.04701915119147512,6.751610782329263
0.5227114416147169,0.042748695149565995,-5.543771491003926,0.5516952141044433,-0.03425040588350152,4.5136914548455325
0.106152809163468,0.002899451464084081,-0.620908358328242,0.9160184635088021,0.00024665382157309644,0.06840043997547565
0.10415917512757361,0.005442446471706465,-0.802134740995134,0.9243430289350152,-0.0005720608843776084,0.12316701092875518
1.3281051787810196,0.16732077607153364,-13.490521323559035,-0.26665455649096315,-0.16029575189093745,12.630044497554865
0.9915990146887885,0.01076818937153297,-10.29922993545096,0.00014277612885272908,-0.0009700352845886563,10.000046254666863
0.9396186072181969,-0.0005267125508750155,-9.884372766698256,0.0,0.0,10.000000000000004
0.8279145197132802,0.004945020315657539,-10.100086029110251,0.0,0.0,10.0
