qF1,qF2,qF3,qF4,qF5,qF6,qF7,qH1,qH2,qH3,qH4,qH5,qH6,qH7
-4.051885510971889,0.9416654127105482,3.857415088119547,0.24914462152451303,7.873091934922543,-0.0019746038513419506,-9.891541581346194,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2.3268251183660245,0.5121510503520287,3.0883865563678783,2.002063506327749,6.218043853315919,0.03455772565826547,-11.295864969070367,0.0,0.0,0.0,0.0,0.0,0.0,10.0
3.751359881435409,0.01962079364120001,5.488974623380501,1.9004356829162425,5.025071848015705,0.010436290161866027,-10.273920709839071,0.0,0.0,0.0,0.0,0.0,0.0,10.0
15.57503420773679,0.6776700318850449,5.095806439148427,-2.23436204453773,1.7720430965653962,0.01076642711587004,-10.12629441626279,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999993
11.190382702017338,0.4512497593238059,5.293370711582227,-2.2431941390755976,4.282780748336843,-0.004363554083878433,-9.803389040797045,0.0,0.0,0.0,0.0,0.0,0.0,10.0
6.136215241921898,-3.0319636474279044,0.08492433537200156,-5.998544264586391,8.004670757057724,0.05692732429054024,-3.12864215339902,-0.06635190431698393,4.529233736302349,6.777041341177197,1.3749306442264917,-1.8698198222950322,-0.05945946961797295,2.68790429295248
12.546494939064893,0.23170566026756823,0.18231159954413043,-1.0116760122166037,4.4120452303730575,-0.061972032422237124,3.2531217448654832,-1.5871889514913013,-0.023375105954065237,1.6539977597218642,-0.7624050565704659,0.16053974785293185,-0.0050444084691095665,0.3901035538643933
5.426690474189021,-0.38071165850719935,-1.035052055915355,1.3492824737328468,7.822286183478719,-0.02903739664976095,1.6531766382739355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.414139237971208,0.41745115264958826,-0.25098946677717976,0.31118872260161895,3.4566252596961315,-0.039002688291581745,2.494279908506311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.47633591349742,3.4811522090690383,-1.46035927771246,-0.7879256772902125,0.9333730826999673,0.006691734691899017,-0.9758588354658199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.994421467149859,3.7612236648554607,0.17090135761464134,-2.2230974957028105,5.669845919101447,0.000927814957323681,-0.5769137347407196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6170675862552395,4.419468489146195,0.8551072856917736,-0.6501382067951241,5.2482180082378465,0.0455044006359192,-3.013671325887098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.721163552847813,-0.38055113001436436,1.4897078147415708,3.9339377174495636,6.922215009040531,0.025770564351736146,-1.4261029960126106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.592764173219667,-0.35064007097224653,-2.6357783758482762,10.345951489747662,1.1992500709217198,0.013612119163435119,-1.102926047901335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.753866808821049,2.308495568126264,-6.383205964995745,3.9045400073861845,7.4742624544703755,0.021087094365308735,-1.9076199076597304,-1.3473525180770187,-0.5550397371904534,1.1144403061740151,0.8770551225831764,0.09597691304848958,-0.00704204804609527,0.4721792979421127
10.458094313310205,2.328044051486277,0.18066570751009686,-0.2465436467063016,5.327526042645824,0.052233695982185045,-3.504701519157697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.556506030315297,1.8022237374678756,-6.911831087523798,6.235570527305952,6.83854724474395,0.026483998584728705,-1.8057519208238515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.0532665266664374,3.6177326070622917,2.964199198658435,-0.48225191881575924,7.090782168367404,0.050181734564443636,-3.129349382418908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6620718429740704,2.3850433585482747,3.272504437384476,-3.7145235090555824,7.0061240272743746,-0.004736898288056992,0.1932189078817441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9643206470758494,2.199193240161318,-1.0089264046164745,-0.2910658908149984,8.280830516774497,-0.008223521384287388,0.31113612807347957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.445485087261913,-0.5623202342764289,2.2309494186536964,-1.7553340121107126,8.326573754230195,-0.01691945536860567,2.8631172395016358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.121534949934194,1.5234089385657394,-7.840261824087589,0.815684358073261,4.587533044533275,0.1089621928835784,-5.115119836473326,-16.319351233053677,0.5978396005116356,7.613251349142516,-0.7031569247692419,2.048224796875549,-0.12610153130226942,5.870157065319869
1.9514822594746974,2.5041217586056703,-3.402057114806859,-2.664349779665864,5.657603385079339,0.10564382585350728,-4.616854954414831,10.978461795489258,-3.8402353567410756,2.6321352889169853,9.214478855336571,-0.9282092021492496,-0.11861385686352285,4.9813876208557035
-2.645410104509241,0.42861991259744564,9.63611963487786,0.8382436789614812,5.77657637763544,0.05199014706513222,-11.951565999535184,0.09384084193006709,1.397853490676184,0.12545234243537348,-0.14823353922775287,0.17325949140559516,-0.00015038030663601807,8.461562648895342
