qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3
0.0,0.0,-6.628318937451089e-10,0.0,0.0,-9.164260761059815e-12,10.0,10.000000000000002,-10.000000000368823,0.0,0.03986025084051509,0.0,0.0,-0.3746227351773132,0.0,10.0,23.183565774497456,0.0
