qF1,qF2,qF3,qF4,qF5,qF6,qF7,qF8,qH1,qH2,qH3,qH4,qH5,qH6,qH7,qH8
3.3641324189831927,0.8968832676405455,1.0115061613140461,1.33641394059,3.839973861206783e-6,7.178444848943373,0.0019446717172703252,-2.6191977880476727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333335
