qF1,qF2,qF3,qF4,qF5,qF6,qF7,qF8,qH1,qH2,qH3,qH4,qH5,qH6,qH7,qH8
3.4707831815919015,0.11219065240097773,5.058838216765934,-0.1737341851242539,0.0005112864349383188,6.645748542695575,0.001624464531650174,-2.6331692553579344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335
